scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,ALCWTCT1DD,1,0.211,0.582,0.256,0.074,0.406,0.208,0.093,0.231,0.027,0.027,0.158,0.205,0.027,0.027,0.05,0.039,0.023,0.265,0.097,0.496,0.324,0.302,0.027,0.027,0.027,0.027,0.428,0.759,0.027,0.118,0.027,0.479,0.027,0.167,0.285,0.027
RCP26,ALCWTCT1DD,2,0.198,0.328,0.027,0.259,0.027,0.196,0.192,0.053,0.397,0.027,0.027,0.412,0.027,0.027,0.636,0.027,0.094,0.024,0.187,0.602,0.251,0.374,0.719,0.027,0.323,0.027,0.22,0.592,0.103,0.134,0.027,0.462,0.152,0.329,0.316,0.027
RCP26,ALCWTCT1DD,3,0.17,0.545,0.027,0.449,0.837,0.027,0.235,0.456,0.027,0.027,0.027,0.298,0.027,0.027,0.357,0.277,0.027,0.238,0.342,0.027,0.027,0.026,0.691,0.027,0.214,0.56,0.027,0.387,0.163,0.066,0.716,0.375,0.839,0.133,0.489,0.027
RCP26,ALCWTCT1DD,4,0.174,0.461,0.207,0.283,0.605,0.131,0.027,0.186,0.027,0.518,0.027,0.027,0.027,0.027,0.263,1.179,0.065,0.027,0.215,0.624,0.027,0.117,0.514,0.462,0.027,0.182,0.027,0.027,0.247,0.063,0.525,0.53,0.423,0.027,0.027,0.027
RCP26,ALCWTCT1DD,5,0.169,0.874,0.027,0.027,0.213,0.027,0.005,0.082,0.097,0.084,0.027,0.027,0.027,0.548,0.349,0.285,0.266,0.331,0.027,0.439,0.027,0.027,0.068,0.027,0.027,0.106,0.027,0.027,0.194,0.029,0.213,0.439,0.203,0.027,0.014,0.027
RCP26,ALCWTCT1DD,6,0.137,0.276,0.027,0.353,0.242,0.288,0.241,0.52,0.239,0.619,0.221,0.027,0.175,0.469,0.082,0.027,0.502,0.55,0.091,0.322,0.007,0.027,0.027,0.027,0.027,0.209,0.027,0.796,0.27,0.051,0.027,0.306,0.221,0.027,0.027,0.173
RCP26,ALCWTCT1DD,7,0.027,0.171,0.027,0.269,0.147,0.811,0.393,0.155,0.027,0.549,0.448,0.089,0.159,0.298,0.027,0.319,0.335,0.322,0.027,0.155,0.027,0.027,0.497,0.721,0.027,0.23,0.027,0.453,0.068,0.14,0.431,0.31,0.072,0.027,0.384,0.027
RCP26,ALCWTCT1DD,8,0.159,0.027,0.027,0.027,0.015,0.571,0.268,0.013,0.08,0.397,0.308,0.027,0.103,0.091,0.021,0.026,0.027,0.064,0.027,0.261,0.027,0.027,0.243,0.027,0.027,0.26,0.095,0.284,0.027,0.027,0.499,0.027,0.393,0.027,0.299,0.027
RCP26,ALCWTCT1DD,9,0.338,0.027,0.072,0.504,0.131,0.218,0.027,0.625,0.073,0.241,0.19,0.027,0.123,0.129,0.34,0.037,0.027,0.027,0.027,0.134,0.05,0.082,0.027,0.631,0.027,0.175,0.195,0.257,0.027,0.027,0.391,0.027,0.165,0.516,0.254,0.027
RCP26,ALCWTCT1DD,10,0.351,0.027,0.393,0.474,0.027,0.331,0.027,0.143,0.116,0.027,0.053,0.027,0.027,0.203,0.433,0.308,0.027,0.231,0.027,0.069,0.027,0.245,0.027,0.562,0.086,0.17,0.07,0.361,0.151,0.027,0.027,0.027,0.303,0.276,1.01,0.235
