scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,ALCWTRS2DD,1,0.48,0.607,0.487,0.682,0.514,0.428,0.42,0.615,0.858,0.348,0.519,0.663,0.406,0.706,0.903,0.584,0.431,0.356,0.336,0.98,0.568,0.374,0.721,0.55,0.438,0.528,0.59,0.902,0.348,0.238,0.637,0.463,1.094,0.593,0.531,0.43
RCP26,ALCWTRS2DD,2,0.418,0.597,0.485,0.67,0.778,0.43,0.367,0.867,0.649,0.526,0.458,0.679,0.376,0.74,0.833,0.723,0.445,0.342,0.31,0.696,0.505,0.295,1.223,0.601,0.416,0.571,0.399,0.834,0.34,0.213,0.833,0.429,1.134,0.507,0.647,0.452
RCP26,ALCWTRS2DD,3,0.35,0.66,0.51,0.63,1.0,0.435,0.399,0.707,0.584,0.811,0.479,0.542,0.357,0.776,0.671,1.302,0.444,0.43,0.315,0.754,0.444,0.312,0.797,1.082,0.422,0.559,0.553,0.6,0.44,0.139,0.858,0.526,1.003,0.434,0.595,0.44
RCP26,ALCWTRS2DD,4,0.302,0.772,0.451,0.529,0.731,0.445,0.422,0.619,0.777,0.745,0.448,0.498,0.452,0.88,0.609,1.052,0.435,0.539,0.377,0.998,0.438,0.293,0.541,1.01,0.44,0.403,0.75,0.633,0.406,0.139,0.569,0.566,0.755,0.425,0.649,0.438
RCP26,ALCWTRS2DD,5,0.298,0.673,0.439,0.637,0.573,0.48,0.414,0.718,0.77,0.924,0.476,0.46,0.429,0.841,0.543,0.75,0.416,0.774,0.378,0.821,0.497,0.317,0.558,0.728,0.451,0.465,0.748,0.998,0.312,0.165,0.482,0.535,0.675,0.415,0.625,0.511
RCP26,ALCWTRS2DD,6,0.459,0.514,0.561,0.826,0.472,0.965,0.408,0.83,0.598,0.759,0.433,0.521,0.413,0.631,0.505,0.775,0.407,0.589,0.389,0.615,0.478,0.341,0.991,1.369,0.444,0.506,0.676,0.884,0.279,0.249,0.639,0.462,0.77,0.464,0.919,0.718
RCP26,ALCWTRS2DD,7,0.499,0.433,0.824,0.785,0.47,0.842,0.405,0.762,0.505,0.524,0.417,0.603,0.315,0.492,0.56,0.781,0.411,0.449,0.39,0.644,0.463,0.327,1.078,1.088,0.447,0.551,0.601,0.599,0.283,0.308,0.877,0.427,0.837,0.992,1.14,0.7
RCP26,ALCWTRS2DD,8,0.596,0.425,0.693,0.903,0.649,0.641,0.372,1.033,0.567,0.388,0.435,0.595,0.412,0.486,0.678,0.817,0.462,0.394,0.355,0.598,0.58,0.351,0.815,1.15,0.452,0.523,0.676,0.469,0.375,0.405,0.684,0.475,0.918,1.226,1.051,0.607
RCP26,ALCWTRS2DD,9,0.556,0.457,0.668,1.044,0.709,0.618,0.398,1.169,0.529,0.339,0.43,0.725,0.427,0.538,0.683,0.93,0.629,0.604,0.329,0.532,0.727,0.366,0.68,1.526,0.44,0.448,0.724,0.46,0.535,0.491,0.566,0.576,0.79,1.145,1.748,0.812
RCP26,ALCWTRS2DD,10,0.479,0.44,0.553,1.007,0.68,0.806,0.45,1.154,0.534,0.447,0.437,1.213,0.423,0.511,0.557,1.155,0.664,0.612,0.32,0.687,1.287,0.324,0.659,1.227,0.431,0.544,0.76,0.42,0.507,0.524,0.58,0.958,0.975,0.966,1.251,1.442
RCP26,ALCWTRS2DD,11,0.478,0.572,0.484,1.068,0.949,0.756,0.456,1.39,0.519,0.622,0.431,1.119,0.456,0.437,0.441,1.024,0.808,0.485,0.674,0.613,1.444,0.419,0.587,0.956,0.443,0.489,0.685,0.416,0.466,0.513,0.625,1.376,1.15,0.886,0.851,1.501
RCP26,ALCWTRS2DD,12,0.714,0.667,0.467,1.208,1.267,0.704,0.471,1.175,0.566,0.602,0.495,1.099,0.445,0.433,0.428,1.045,0.75,0.384,0.798,0.514,0.868,0.509,0.5,0.958,0.457,0.583,0.684,0.448,0.438,0.527,0.58,1.161,1.085,0.808,0.654,1.153
RCP26,ALCWTRS2DD,13,0.719,0.609,0.562,1.087,1.306,0.741,0.584,0.913,0.571,0.539,0.546,0.859,0.441,0.455,0.462,0.999,0.621,0.538,0.755,0.639,0.702,0.494,0.507,1.134,0.486,0.539,0.633,0.485,0.489,0.513,0.617,0.94,0.735,0.66,0.578,0.81
RCP26,ALCWTRS2DD,14,0.978,0.634,0.812,1.225,0.924,0.733,0.676,1.01,0.64,0.512,0.508,0.929,0.487,0.504,0.437,0.784,0.56,0.693,0.831,0.906,0.74,0.499,0.512,1.21,0.475,0.436,0.664,0.587,0.538,0.296,0.617,0.794,0.702,0.55,0.576,0.725
RCP26,ALCWTRS2DD,15,1.156,0.591,0.666,1.185,0.822,0.629,0.689,1.137,0.7,0.507,0.531,1.221,0.522,0.476,0.456,0.592,0.647,0.608,0.911,1.056,0.701,0.511,0.536,1.29,0.48,0.531,0.605,0.531,0.514,0.278,0.75,0.685,0.716,0.521,0.56,0.793
