scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP85,ALCWTCT1DD,1,0.065,0.041,0.041,0.561,0.312,0.27,0.159,0.041,0.041,0.372,0.212,0.102,0.503,0.041,0.041,0.031,0.023,0.041,0.041,0.041,0.247,0.041,0.031,0.098,0.041,0.041,0.159,0.217,0.263,0.352,0.141,0.187,0.503,0.189,0.041,0.145
RCP85,ALCWTCT1DD,2,0.039,0.041,0.041,0.465,0.449,0.2,0.239,0.041,0.19,0.118,0.041,0.357,0.041,0.041,0.088,0.041,0.041,0.382,0.041,0.193,0.275,0.041,0.255,0.041,0.041,0.118,0.606,0.28,0.794,0.041,0.104,0.14,0.3,0.041,0.041,0.459
RCP85,ALCWTCT1DD,3,0.041,0.041,0.051,0.041,0.189,0.137,0.29,0.041,0.396,0.212,0.166,0.5,0.191,0.008,0.303,0.041,0.041,0.326,0.041,0.638,0.179,0.041,0.268,0.173,0.041,0.144,0.275,0.041,0.346,0.039,0.409,0.041,0.095,0.041,0.041,0.19
RCP85,ALCWTCT1DD,4,0.639,0.041,0.234,0.135,0.041,0.047,0.003,0.271,0.264,0.405,0.209,0.19,0.356,0.392,0.491,0.041,0.041,0.248,0.041,0.372,0.118,0.041,0.363,0.268,0.041,0.041,0.155,0.07,0.393,0.041,0.309,0.211,0.027,0.284,0.158,0.012
RCP85,ALCWTCT1DD,5,0.203,0.515,0.266,0.288,0.213,0.041,0.041,0.097,0.313,0.378,0.21,0.149,0.124,0.262,0.128,0.041,0.041,0.239,0.016,0.278,0.106,0.252,0.258,0.284,0.237,0.041,0.041,0.077,0.524,0.582,0.362,0.106,0.261,0.112,0.005,0.041
RCP85,ALCWTCT1DD,6,0.583,0.306,0.041,0.041,0.041,0.041,0.041,0.147,0.556,0.27,0.422,0.213,0.041,0.041,0.384,0.041,0.041,0.308,0.088,0.351,0.358,0.251,0.26,0.041,0.535,0.041,0.041,0.101,0.041,0.041,0.041,0.041,0.217,0.208,0.041,0.041
RCP85,ALCWTCT1DD,7,0.691,0.416,0.041,0.451,0.041,0.181,0.041,0.041,0.234,0.081,0.295,0.23,0.041,0.041,0.479,0.235,0.041,0.299,0.038,0.327,0.041,0.041,0.041,0.202,0.515,0.104,0.041,0.041,0.315,0.041,0.041,0.075,0.458,0.195,0.041,0.013
RCP85,ALCWTCT1DD,8,0.601,0.14,0.041,0.041,0.522,0.439,0.041,0.041,0.041,0.041,0.018,0.041,0.39,0.041,0.299,0.041,0.15,0.19,0.267,0.345,0.041,0.03,0.041,0.062,0.479,0.359,0.041,0.148,0.851,0.011,0.041,0.232,0.1,0.286,0.041,0.041
RCP85,ALCWTCT1DD,9,0.228,0.056,0.041,0.073,0.432,0.03,0.041,0.23,0.027,0.041,0.041,0.041,0.512,0.041,0.282,0.041,0.315,0.03,0.062,0.109,0.041,0.319,0.041,0.013,0.471,0.426,0.057,0.041,0.557,0.295,0.065,0.178,0.041,0.026,0.102,0.041
RCP85,ALCWTCT1DD,10,0.155,0.574,0.294,0.347,0.196,0.371,0.161,0.28,0.041,0.041,0.041,0.041,0.24,0.237,0.248,0.041,0.041,0.232,0.041,0.079,0.041,0.386,0.205,0.129,0.473,0.301,0.25,0.041,0.452,0.439,0.203,0.361,0.21,0.452,0.041,0.041
RCP85,ALCWTCT1DD,11,0.359,0.586,0.242,0.045,0.288,0.459,0.041,0.197,0.204,0.041,0.041,0.085,0.473,0.497,0.191,0.156,0.297,0.119,0.228,0.041,0.041,0.341,0.191,0.396,0.453,0.309,0.165,0.253,0.072,0.232,0.041,0.193,0.366,0.448,0.156,0.211
