scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,XKCWTRS1WD,13,0.661,0.496,0.605,0.755,1.201,0.69,0.835,0.596,0.462,0.538,0.508,0.851,0.661,0.367,0.354,0.731,0.52,0.563,0.496,0.812,0.86,0.401,0.446,1.294,0.469,0.315,0.485,0.469,0.557,0.353,0.51,0.555,0.607,0.603,0.56,0.732
RCP26,XKCWTRS1WD,14,1.071,0.483,0.817,1.047,0.811,0.494,0.654,0.904,0.516,0.555,0.497,1.113,0.636,0.304,0.307,0.618,0.553,0.552,0.419,0.809,0.856,0.328,0.388,1.226,0.365,0.332,0.389,0.51,0.499,0.277,0.678,0.419,0.711,0.57,0.515,0.697
RCP26,XKCWTRS1WD,15,0.793,0.459,0.626,1.103,0.744,0.428,0.513,0.863,0.549,0.605,0.474,1.209,0.42,0.293,0.265,0.443,0.626,0.476,0.601,0.651,0.722,0.3,0.331,1.06,0.344,0.368,0.341,0.376,0.408,0.208,0.799,0.362,0.663,0.46,0.52,0.741
RCP26,XKCWTRS1WD,16,0.584,0.378,0.662,0.66,0.608,0.385,0.523,0.657,0.415,0.428,0.431,0.963,0.336,0.239,0.246,0.369,0.621,0.441,0.57,0.664,0.734,0.294,0.374,0.952,0.274,0.332,0.34,0.392,0.418,0.231,0.73,0.331,0.559,0.54,0.597,0.574
RCP26,XKCWTRS1WD,17,0.473,0.422,0.78,0.58,0.449,0.318,0.387,0.6,0.429,0.348,0.511,0.734,0.401,0.214,0.378,0.428,0.767,0.408,0.476,0.677,0.795,0.391,0.348,0.828,0.237,0.314,0.449,0.434,0.389,0.261,0.914,0.432,0.535,0.602,0.521,0.472
RCP26,XKCWTRS1WD,18,0.37,0.368,0.641,0.681,0.323,0.259,0.401,0.503,0.498,0.396,0.355,0.841,0.337,0.21,0.318,0.397,0.612,0.376,0.495,0.708,0.859,0.3,0.424,0.677,0.207,0.235,0.494,0.384,0.353,0.216,0.627,0.467,0.406,0.718,0.392,0.487
RCP26,XKCWTRS1WD,19,0.288,0.302,0.617,0.441,0.378,0.305,0.312,0.42,0.382,0.337,0.493,0.584,0.276,0.204,0.261,0.333,0.586,0.293,0.378,0.458,0.538,0.272,0.303,0.573,0.465,0.192,0.398,0.306,0.337,0.226,0.701,0.363,0.324,0.481,0.318,0.596
RCP26,XKCWTRS1WD,20,0.256,0.265,0.498,0.328,0.356,0.28,0.266,0.319,0.356,0.275,0.45,0.465,0.261,0.176,0.219,0.274,0.493,0.238,0.273,0.323,0.418,0.279,0.243,0.423,0.431,0.168,0.422,0.29,0.287,0.162,0.482,0.437,0.269,0.35,0.285,0.531
RCP26,XKCWTRS1WD,21,0.2,0.222,0.436,0.255,0.28,0.253,0.218,0.236,0.325,0.211,0.363,0.334,0.228,0.148,0.219,0.245,0.491,0.186,0.192,0.344,0.432,0.26,0.205,0.364,0.343,0.271,0.41,0.227,0.202,0.144,0.345,0.405,0.195,0.304,0.251,0.527
RCP26,XKCWTRS1WD,22,0.168,0.389,0.31,0.277,0.25,0.156,0.18,0.263,0.253,0.141,0.23,0.284,0.185,0.131,0.142,0.173,0.368,0.343,0.21,0.256,0.427,0.331,0.149,0.284,0.202,0.132,0.418,0.169,0.199,0.177,0.258,0.22,0.178,0.354,0.283,0.431
RCP26,XKCWTRS1WD,23,0.156,0.418,0.269,0.253,0.238,0.226,0.172,0.207,0.172,0.152,0.232,0.255,0.189,0.118,0.188,0.176,0.288,0.291,0.152,0.185,0.323,0.215,0.167,0.295,0.169,0.089,0.354,0.149,0.117,0.108,0.288,0.148,0.2,0.29,0.222,0.299
RCP26,XKCWTRS1WD,24,0.162,0.253,0.319,0.221,0.197,0.16,0.166,0.175,0.253,0.114,0.183,0.303,0.123,0.071,0.137,0.141,0.187,0.372,0.108,0.22,0.247,0.17,0.282,0.259,0.161,0.061,0.282,0.196,0.172,0.061,0.607,0.189,0.15,0.25,0.173,0.192
RCP26,XKCWTRS1WD,25,0.146,0.162,0.205,0.174,0.138,0.08,0.13,0.154,0.175,0.084,0.139,0.194,0.079,0.067,0.197,0.124,0.147,0.376,0.112,0.167,0.204,0.216,0.431,0.221,0.112,0.057,0.194,0.111,0.41,0.058,0.372,0.115,0.106,0.159,0.168,0.174
RCP26,XKCWTRS1WD,26,0.205,0.123,0.193,0.138,0.127,0.071,0.143,0.154,0.136,0.115,0.148,0.183,0.158,0.062,0.182,0.092,0.163,0.279,0.126,0.142,0.19,0.14,0.18,0.229,0.102,0.037,0.19,0.181,0.141,0.055,0.289,0.23,0.094,0.566,0.185,0.146
RCP26,XKCWTRS1WD,27,0.119,0.105,0.159,0.169,0.092,0.048,0.107,0.151,0.204,0.11,0.099,0.186,0.09,0.043,0.087,0.08,0.136,0.173,0.102,0.104,0.185,0.095,0.258,0.165,0.08,0.038,0.132,0.102,0.097,0.072,0.729,0.116,0.087,0.319,0.152,0.148
RCP26,XKCWTRS1WD,28,0.142,0.116,0.134,0.124,0.204,0.05,0.071,0.142,0.134,0.111,0.071,0.125,0.059,0.04,0.076,0.074,0.143,0.117,0.141,0.095,0.204,0.058,0.124,0.181,0.053,0.058,0.14,0.08,0.069,0.081,0.476,0.078,0.142,0.184,0.088,0.201
RCP26,XKCWTRS1WD,29,0.125,0.138,0.191,0.094,0.12,0.054,0.064,0.086,0.117,0.144,0.106,0.21,0.05,0.035,0.07,0.063,0.145,0.229,0.233,0.199,0.168,0.059,0.087,0.195,0.049,0.035,0.166,0.108,0.082,0.049,0.225,0.167,0.098,0.128,0.084,0.16
RCP26,XKCWTRS1WD,30,0.141,0.103,0.159,0.083,0.094,0.059,0.069,0.084,0.14,0.197,0.182,0.12,0.066,0.106,0.049,0.066,0.163,0.137,0.143,0.112,0.114,0.044,0.059,0.167,0.043,0.032,0.079,0.111,0.077,0.052,0.167,0.134,0.149,0.114,0.071,0.141
RCP26,XKCWTRS1WD,31,0.146,0.182,0.126,0.083,0.103,0.116,0.067,0.109,0.092,0.102,0.264,0.094,0.07,0.116,0.043,0.059,0.127,0.1,0.099,0.142,0.098,0.041,0.075,0.211,0.04,0.026,0.084,0.098,0.064,0.095,0.168,0.096,0.085,0.104,0.097,0.096
RCP26,XKCWTRS1WD,32,0.096,0.159,0.134,0.133,0.25,0.053,0.044,0.106,0.085,0.063,0.089,0.107,0.122,0.048,0.1,0.058,0.2,0.122,0.085,0.15,0.092,0.034,0.1,0.18,0.047,0.042,0.099,0.163,0.147,0.08,0.188,0.326,0.064,0.09,0.062,0.096
RCP26,XKCWTRS1WD,33,0.14,0.11,0.228,0.091,0.192,0.042,0.062,0.082,0.11,0.056,0.075,0.097,0.089,0.044,0.123,0.057,0.129,0.083,0.098,0.158,0.125,0.038,0.091,0.114,0.045,0.035,0.137,0.079,0.102,0.07,0.152,0.168,0.072,0.116,0.163,0.094
RCP26,XKCWTRS1WD,34,0.086,0.089,0.176,0.151,0.268,0.044,0.055,0.107,0.115,0.062,0.061,0.086,0.082,0.041,0.088,0.058,0.117,0.063,0.077,0.129,0.235,0.104,0.256,0.119,0.059,0.039,0.093,0.1,0.07,0.04,0.138,0.239,0.07,0.136,0.122,0.102
RCP26,XKCWTRS1WD,35,0.086,0.116,0.192,0.112,0.227,0.05,0.064,0.288,0.15,0.086,0.064,0.092,0.239,0.104,0.094,0.075,0.127,0.119,0.079,0.144,0.153,0.15,0.253,0.106,0.069,0.042,0.211,0.075,0.081,0.169,0.157,0.2,0.124,0.101,0.338,0.101
RCP26,XKCWTRS1WD,36,0.13,0.109,0.155,0.092,0.149,0.081,0.1,0.274,0.121,0.106,0.073,0.18,0.144,0.08,0.147,0.191,0.196,0.158,0.16,0.13,0.177,0.173,0.158,0.142,0.116,0.035,0.637,0.075,0.206,0.468,0.356,0.147,0.144,0.267,0.431,0.108
RCP26,XKCWTRS1WD,37,0.175,0.099,0.141,0.117,0.131,0.12,0.143,0.207,0.187,0.147,0.176,0.406,0.133,0.255,0.26,0.406,0.234,0.176,0.475,0.109,0.137,0.115,0.171,0.247,0.098,0.081,0.817,0.149,0.226,0.178,0.381,0.232,0.108,0.165,0.31,0.19
RCP26,XKCWTRS1WD,38,0.294,0.132,0.146,0.122,0.154,0.083,0.094,0.296,0.176,0.155,0.351,0.345,0.098,0.192,0.318,0.217,0.231,0.137,0.303,0.105,0.147,0.153,0.12,0.794,0.125,0.284,0.697,0.109,0.233,0.19,0.383,0.216,0.103,0.168,0.915,0.282
RCP26,XKCWTRS1WD,39,0.233,0.312,0.201,0.198,0.179,0.078,0.182,0.257,0.275,0.16,0.464,0.301,0.277,0.406,0.257,0.201,0.239,0.195,0.433,0.193,0.148,0.163,0.628,0.255,0.1,0.603,0.429,0.096,0.161,0.148,0.501,0.512,0.098,0.496,1.284,0.191
RCP26,XKCWTRS1WD,40,0.214,0.53,0.276,0.419,0.173,0.212,0.189,0.271,0.237,0.149,0.424,0.194,0.355,0.328,0.49,0.158,0.264,0.331,0.347,0.342,0.189,0.265,0.447,0.202,0.102,0.428,0.343,0.151,0.198,0.591,0.321,0.254,0.132,0.37,0.671,0.268
RCP26,XKCWTRS1WD,41,0.154,0.612,0.404,0.482,0.141,0.194,0.151,0.224,0.309,0.178,0.258,0.419,0.44,0.436,0.615,0.145,0.294,0.302,0.298,0.375,0.197,0.289,0.37,0.176,0.104,0.433,0.369,0.299,0.196,0.252,0.467,0.194,0.235,0.315,0.403,0.325
RCP26,XKCWTRS1WD,42,0.16,0.496,0.39,0.269,0.176,0.132,0.223,2.563,0.222,0.208,0.204,0.41,0.216,0.414,0.472,0.351,0.29,0.202,0.322,0.497,0.213,0.405,0.274,0.179,0.202,0.322,0.623,0.218,0.237,0.23,0.654,0.166,0.324,0.509,0.336,0.403
RCP26,XKCWTRS1WD,43,0.239,0.437,0.64,0.223,0.184,0.131,0.571,1.106,0.159,0.179,0.232,0.334,0.191,0.293,0.355,0.3,0.221,0.179,0.378,0.328,0.163,0.763,0.209,0.236,0.13,0.283,0.548,0.29,0.157,0.23,0.435,0.191,0.242,0.479,0.283,0.577
RCP26,XKCWTRS1WD,44,0.336,0.398,0.58,0.187,0.359,0.156,0.281,0.616,0.169,0.252,0.225,0.47,0.35,0.236,0.427,0.631,0.18,0.194,0.664,0.236,0.225,0.635,0.323,0.19,0.105,0.255,0.619,0.343,0.151,0.798,0.614,0.24,0.185,0.413,0.384,0.354
RCP26,XKCWTRS1WD,45,0.361,0.653,0.409,0.565,0.355,0.275,0.404,0.392,0.179,0.273,0.38,0.347,0.243,0.439,0.578,0.463,0.273,0.219,0.344,0.574,0.277,1.375,0.425,0.205,0.245,0.35,0.75,0.495,0.127,1.027,0.352,0.343,0.155,0.316,0.408,0.314
RCP26,XKCWTRS1WD,46,0.706,0.517,0.336,1.041,0.574,0.205,0.527,0.794,0.255,0.31,0.774,0.264,0.188,0.552,0.593,0.492,0.25,0.24,0.344,0.929,0.225,1.467,0.485,0.184,0.194,0.751,0.631,0.234,0.171,0.77,0.293,0.616,0.571,0.486,0.282,0.304
RCP26,XKCWTRS1WD,47,1.345,0.504,0.297,0.695,0.811,0.342,0.765,1.475,0.227,0.343,0.566,0.262,0.186,0.849,0.8,0.552,0.705,0.255,0.397,1.14,0.364,0.897,0.602,0.175,0.247,0.953,0.784,0.208,0.132,0.481,0.523,0.383,0.626,1.167,0.264,0.265
RCP26,XKCWTRS1WD,48,0.967,0.585,0.498,0.658,0.674,0.437,0.969,1.473,0.252,0.454,0.53,0.342,0.401,0.676,0.649,0.393,0.848,0.325,0.335,1.442,0.498,0.552,0.514,0.157,0.273,1.462,0.714,0.301,0.115,0.456,0.654,0.566,0.589,1.043,0.249,0.27
RCP26,XKCWTRS1WD,49,0.637,0.485,0.728,0.69,0.613,0.42,1.004,1.122,0.444,0.506,0.616,0.325,0.456,1.001,0.718,0.8,0.71,0.297,0.37,1.247,0.415,0.597,1.06,0.15,0.294,0.863,0.819,0.431,0.177,0.59,0.599,0.753,0.626,0.845,0.289,0.276
RCP26,XKCWTRS1WD,50,0.735,0.673,0.665,0.741,0.75,0.345,0.799,1.248,0.508,0.437,0.514,0.35,0.348,0.927,0.933,0.554,0.607,0.334,0.441,1.048,0.393,0.442,0.848,0.247,0.315,0.919,1.185,0.525,0.124,0.874,0.635,0.805,0.592,0.898,0.294,0.334
RCP26,XKCWTRS1WD,51,0.823,1.024,0.492,0.696,0.637,0.331,0.667,0.745,0.371,0.392,0.437,0.408,0.349,0.741,1.035,0.518,0.561,0.41,1.248,0.841,0.305,0.792,0.965,0.319,0.31,0.837,0.963,0.551,0.136,0.789,0.807,1.229,0.781,0.602,0.373,0.296
RCP26,XKCWTRS1WD,52,0.585,0.701,0.688,0.651,0.566,0.5,0.859,0.76,0.653,0.38,0.798,0.346,0.564,0.846,0.884,0.598,0.589,0.307,1.397,0.872,0.328,0.822,0.728,0.379,0.497,0.55,1.526,0.458,0.141,0.783,0.767,1.761,1.125,0.748,0.505,0.299
