scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP45,MKCWTCT3DD,1,0.473,0.579,0.564,0.272,0.541,0.351,0.421,0.45,0.32,0.423,0.503,0.516,0.373,0.718,0.392,0.474,0.442,0.435,0.515,0.376,0.321,0.538,0.414,0.462,0.604,0.685,0.407,0.591,0.52,0.356,0.264,0.298,0.329,0.404,0.356,0.525
RCP45,MKCWTCT3DD,2,0.498,0.389,0.677,0.234,0.677,0.247,0.388,0.304,0.266,0.356,0.341,0.608,0.363,0.775,0.284,0.51,0.808,0.525,0.344,0.555,0.279,0.589,0.356,0.766,0.601,0.754,0.393,0.525,0.527,0.264,0.419,0.335,0.286,0.358,0.326,0.427
RCP45,MKCWTCT3DD,3,0.487,0.427,0.481,0.193,0.676,0.238,0.528,0.382,0.241,0.355,0.333,0.58,0.355,0.666,0.244,0.312,0.674,0.481,0.251,0.329,0.345,0.69,0.402,0.47,0.589,0.729,0.434,0.385,0.384,0.36,0.484,0.266,0.365,0.308,0.32,0.556
RCP45,MKCWTCT3DD,4,0.531,0.394,0.374,0.173,0.504,0.298,0.587,0.446,0.348,0.266,0.384,0.35,0.312,0.536,0.254,0.312,0.545,0.544,0.289,0.785,0.521,0.462,0.482,0.32,0.595,0.444,0.636,0.461,0.299,0.346,0.376,0.385,0.594,0.286,0.256,0.596
RCP45,MKCWTCT3DD,5,0.531,0.418,0.423,0.218,0.525,0.371,0.496,0.317,0.4,0.319,0.487,0.299,0.345,0.483,0.525,0.578,0.461,0.381,0.505,0.965,0.6,0.443,0.331,0.398,0.741,0.351,0.613,0.461,0.341,0.688,0.386,0.353,0.585,0.28,0.217,0.75
RCP45,MKCWTCT3DD,6,0.458,0.458,0.449,0.365,0.666,0.612,0.792,0.519,0.435,0.406,0.384,0.378,0.252,0.421,0.404,0.527,0.519,0.357,0.43,0.556,0.733,0.399,0.369,0.742,0.705,0.405,0.532,0.38,0.225,0.786,0.372,0.575,0.456,0.319,0.219,0.578
RCP45,MKCWTCT3DD,7,0.565,0.503,0.78,0.413,0.668,0.957,0.796,0.589,0.707,0.629,0.367,0.503,0.325,0.453,0.391,0.631,0.438,0.331,0.565,0.525,0.791,0.37,0.422,0.63,0.672,0.465,0.424,0.721,0.264,0.579,0.394,0.61,0.341,0.672,0.275,0.39
RCP45,MKCWTCT3DD,8,0.613,0.464,0.738,0.431,0.458,0.651,0.551,0.454,0.804,0.618,0.435,0.47,0.42,0.557,0.47,0.652,0.446,0.517,0.613,0.398,0.667,0.404,0.518,0.55,0.658,0.487,0.711,0.681,0.589,0.477,0.37,0.512,0.503,0.712,0.579,0.341
RCP45,MKCWTCT3DD,9,0.333,0.463,0.677,0.502,0.699,0.468,0.455,0.804,0.765,0.539,0.539,0.473,0.451,0.818,0.609,0.326,0.416,0.696,0.47,0.343,0.524,0.29,0.607,0.64,0.477,0.388,0.723,1.018,0.534,0.499,0.295,0.422,0.735,0.686,0.855,0.372
RCP45,MKCWTCT3DD,10,0.374,0.379,0.678,0.462,0.618,0.511,0.428,0.716,0.503,0.626,0.395,0.655,0.551,0.733,0.518,0.384,0.584,0.58,0.423,0.39,0.361,0.412,0.367,0.59,0.505,0.505,0.581,0.777,0.569,0.512,0.273,0.428,0.938,0.485,0.511,0.442
