scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP45,ALCWTCT3DD,1,0.928,0.288,0.47,0.21,0.612,0.349,0.407,0.439,0.503,0.39,0.509,0.406,0.451,0.449,0.239,0.507,0.222,0.434,0.335,0.268,0.34,0.353,0.447,0.317,0.567,0.09,0.433,0.451,0.619,0.461,0.266,0.438,0.511,0.104,0.374,0.38
RCP45,ALCWTCT3DD,2,0.631,0.465,0.499,0.313,0.407,0.361,0.409,0.345,0.223,0.324,0.547,0.362,0.364,0.346,0.293,0.498,0.329,0.461,0.385,0.404,0.309,0.424,0.363,0.239,0.387,0.461,0.295,0.257,0.286,0.414,0.279,0.395,0.543,0.286,0.387,0.37
RCP45,ALCWTCT3DD,3,0.509,0.372,0.286,0.235,0.277,0.267,0.215,0.212,0.33,0.414,0.374,0.614,0.428,0.579,0.359,0.409,0.415,0.372,0.391,0.261,0.263,0.17,0.368,0.497,0.439,0.621,0.195,0.365,0.3,0.262,0.298,0.276,0.178,0.217,0.3,0.035
RCP45,ALCWTCT3DD,4,0.417,0.366,0.471,0.171,0.557,0.157,0.183,0.476,0.109,0.268,0.148,0.341,0.34,0.727,0.243,0.291,0.586,0.305,0.215,0.212,0.358,0.293,0.275,0.436,0.257,0.649,0.134,0.225,0.376,0.112,0.33,0.205,0.135,0.182,0.329,0.167
RCP45,ALCWTCT3DD,5,0.382,0.228,0.321,0.096,0.498,0.005,0.276,0.353,0.228,0.138,0.175,0.316,0.177,0.53,0.017,0.275,0.473,0.42,0.14,0.109,0.196,0.299,0.384,0.218,0.235,0.432,0.4,0.103,0.259,0.008,0.29,0.105,0.369,0.154,0.276,0.052
RCP45,ALCWTCT3DD,6,0.278,0.338,0.284,0.009,0.09,0.022,0.169,0.261,0.194,0.15,0.42,0.059,0.239,0.221,0.339,0.149,0.327,0.279,0.332,0.783,0.13,0.432,0.228,0.221,0.497,0.263,0.32,0.301,0.366,0.095,0.226,0.114,0.566,0.186,0.192,0.569
RCP45,ALCWTCT3DD,7,0.204,0.18,0.001,0.129,0.091,0.189,0.51,0.292,0.275,0.039,0.323,0.142,0.168,0.044,0.265,0.195,0.26,0.283,0.234,0.579,0.258,0.301,0.078,0.451,0.588,0.297,0.486,0.131,0.284,0.374,0.105,0.354,0.404,0.143,0.144,0.544
RCP45,ALCWTCT3DD,8,0.383,0.294,0.426,0.261,0.536,0.716,0.574,0.173,0.644,0.455,0.192,0.366,0.122,0.177,0.207,0.398,0.223,0.161,0.158,0.526,0.452,0.205,0.265,0.226,0.481,0.23,0.364,0.229,0.001,0.482,0.179,0.377,0.001,0.474,0.028,0.471
RCP45,ALCWTCT3DD,9,0.534,0.354,0.465,0.24,0.087,0.546,0.396,0.003,0.244,0.342,0.124,0.267,0.149,0.233,0.124,0.473,0.295,0.179,0.327,0.426,0.413,0.323,0.322,0.332,0.601,0.327,0.317,0.001,0.365,0.327,0.215,0.309,0.054,0.396,0.146,0.248
RCP45,ALCWTCT3DD,10,0.33,0.335,0.366,0.29,0.47,0.391,0.314,0.181,0.482,0.367,0.371,0.251,0.296,0.521,0.261,0.345,0.141,0.452,0.323,0.224,0.441,0.084,0.495,0.338,0.236,0.266,0.506,0.674,0.338,0.315,0.229,0.163,0.383,0.393,0.458,0.231
