scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP85,XKCWTRS1WD,1,0.628,0.798,0.661,0.318,0.451,0.438,0.399,0.84,1.13,0.732,0.563,0.9,0.978,0.549,1.275,0.512,0.561,0.876,0.703,0.777,0.48,0.596,0.718,0.573,0.768,0.544,0.953,0.963,1.566,0.581,0.61,0.597,0.676,0.584,0.753,0.598
RCP85,XKCWTRS1WD,2,0.657,0.78,0.987,0.296,0.419,0.484,0.391,0.969,1.047,0.774,0.622,0.727,0.952,0.693,0.869,0.625,0.522,0.576,0.941,0.805,0.46,0.726,0.863,0.583,0.689,0.611,0.63,0.701,1.431,0.915,0.871,0.61,0.581,0.67,0.988,0.474
RCP85,XKCWTRS1WD,3,0.955,1.023,0.978,0.51,0.478,0.554,0.43,0.889,0.902,0.737,0.52,0.512,0.974,0.55,0.82,0.794,0.505,0.414,0.802,0.593,0.492,0.815,0.911,0.494,0.783,0.537,0.528,0.78,1.423,0.737,0.703,0.767,0.594,0.707,0.836,0.606
RCP85,XKCWTRS1WD,4,0.732,1.12,0.837,0.592,0.699,0.652,0.443,0.815,1.003,0.57,0.522,0.504,0.806,0.439,0.619,0.765,0.556,0.436,0.637,0.57,0.567,0.779,0.789,0.435,0.954,0.636,0.602,0.816,1.351,1.13,0.602,0.911,0.711,0.656,0.614,0.632
RCP85,XKCWTRS1WD,5,0.755,0.96,0.775,0.555,0.61,0.801,0.608,1.028,1.006,0.471,0.624,0.564,0.864,0.437,0.715,1.106,0.724,0.558,0.616,0.894,0.638,0.626,0.678,0.425,1.042,0.563,1.122,0.889,0.969,0.879,0.613,1.007,0.589,0.797,0.71,0.808
RCP85,XKCWTRS1WD,6,0.855,0.93,0.921,0.805,0.69,1.007,0.827,1.009,0.855,0.507,0.551,0.582,0.777,0.693,0.789,0.937,0.735,0.578,0.551,0.659,0.548,0.555,0.666,0.641,1.041,0.714,1.208,0.935,1.3,0.913,0.973,0.882,0.728,0.718,0.792,0.862
RCP85,XKCWTRS1WD,7,0.659,0.858,0.898,0.622,0.759,0.893,0.829,1.12,0.701,0.618,0.555,0.492,1.105,0.73,0.582,0.607,1.056,0.487,0.553,0.616,0.741,0.859,0.717,0.681,0.701,0.777,1.334,1.395,1.711,1.534,0.903,0.74,0.557,0.844,0.743,0.682
RCP85,XKCWTRS1WD,8,0.492,0.795,0.923,0.784,0.662,0.655,0.955,1.012,0.675,0.718,0.758,0.667,0.786,0.834,0.583,0.669,0.804,0.551,0.6,0.514,1.06,0.907,0.754,0.681,0.537,0.643,1.258,1.208,1.417,1.178,0.951,0.728,0.561,0.609,0.714,0.598
RCP85,XKCWTRS1WD,9,0.567,0.862,1.007,1.1,0.536,0.701,1.045,0.924,0.596,0.721,0.784,0.64,0.75,0.746,0.548,0.771,0.63,0.893,0.69,0.548,1.154,0.969,0.667,0.696,0.429,0.463,1.059,1.122,1.241,0.907,0.756,0.704,0.669,0.716,0.59,0.542
RCP85,XKCWTRS1WD,10,0.691,0.924,0.835,0.768,0.597,0.75,0.87,0.743,0.815,0.924,0.784,0.723,0.853,0.807,0.444,0.822,0.816,0.687,0.623,0.565,1.091,0.869,0.592,0.795,0.395,0.417,0.957,1.101,0.895,0.645,0.751,0.5,0.681,0.567,0.595,0.85
