scenario,country,tech,year,value
RCP45,Albania,AL-Import,2021,3117.86
RCP45,Albania,AL-Import,2022,4147.78
RCP45,Albania,AL-Import,2023,3442.22
RCP45,Albania,AL-Import,2024,2839.64
RCP45,Albania,AL-Import,2025,2620.25
RCP45,Albania,AL-Import,2026,2294.39
RCP45,Albania,AL-Import,2027,3371.14
RCP45,Albania,AL-Import,2028,2691.89
RCP45,Albania,AL-Import,2029,3211.61
RCP45,Albania,AL-Import,2030,3346.59
RCP45,Albania,AL-Import,2031,3000.06
RCP45,Albania,AL-Import,2032,2583.81
RCP45,Albania,AL-Import,2033,3997.39
RCP45,Albania,AL-Import,2034,3732.98
RCP45,Albania,AL-Import,2035,2922.09
RCP45,Albania,AL-Import,2036,2982.22
RCP45,Albania,AL-Import,2037,4191.7
RCP45,Albania,AL-Import,2038,3262.25
RCP45,Albania,AL-Import,2039,3544.06
RCP45,Albania,AL-Import,2040,2771.84
RCP45,Albania,AL-Import,2041,3916.86
RCP45,Albania,AL-Import,2042,4202.86
RCP45,Albania,AL-Import,2043,2045.81
RCP45,Albania,AL-Import,2044,3623.75
RCP45,Albania,AL-Import,2045,4189.64
RCP45,Albania,AL-Import,2046,3041.39
RCP45,Albania,AL-Import,2047,4254.03
RCP45,Albania,AL-Import,2048,4592.64
RCP45,Albania,AL-Import,2049,5387.28
RCP45,Albania,AL-Import,2050,3116.06
RCP45,Albania,Fierza,2021,1813.0
RCP45,Albania,Fierza,2022,1388.11
RCP45,Albania,Fierza,2023,1639.97
RCP45,Albania,Fierza,2024,1934.47
RCP45,Albania,Fierza,2025,1822.7
RCP45,Albania,Fierza,2026,2000.33
RCP45,Albania,Fierza,2027,1534.22
RCP45,Albania,Fierza,2028,1740.97
RCP45,Albania,Fierza,2029,1590.64
RCP45,Albania,Fierza,2030,1504.86
RCP45,Albania,Fierza,2031,1690.08
RCP45,Albania,Fierza,2032,1900.06
RCP45,Albania,Fierza,2033,1342.03
RCP45,Albania,Fierza,2034,1484.92
RCP45,Albania,Fierza,2035,1835.47
RCP45,Albania,Fierza,2036,1863.75
RCP45,Albania,Fierza,2037,1369.28
RCP45,Albania,Fierza,2038,1756.33
RCP45,Albania,Fierza,2039,1659.2
RCP45,Albania,Fierza,2040,1997.11
RCP45,Albania,Fierza,2041,1577.17
RCP45,Albania,Fierza,2042,1498.06
RCP45,Albania,Fierza,2043,2373.7
RCP45,Albania,Fierza,2044,1827.39
RCP45,Albania,Fierza,2045,1685.78
RCP45,Albania,Fierza,2046,2179.22
RCP45,Albania,Fierza,2047,1738.58
RCP45,Albania,Fierza,2048,1695.67
RCP45,Albania,Fierza,2049,1408.11
RCP45,Albania,Fierza,2050,2391.72
RCP45,Albania,Koman,2021,1730.39
RCP45,Albania,Koman,2022,1375.0
RCP45,Albania,Koman,2023,1578.31
RCP45,Albania,Koman,2024,1834.75
RCP45,Albania,Koman,2025,1750.83
RCP45,Albania,Koman,2026,1915.36
RCP45,Albania,Koman,2027,1460.92
RCP45,Albania,Koman,2028,1694.45
RCP45,Albania,Koman,2029,1528.47
RCP45,Albania,Koman,2030,1474.56
RCP45,Albania,Koman,2031,1615.36
RCP45,Albania,Koman,2032,1817.08
RCP45,Albania,Koman,2033,1313.56
RCP45,Albania,Koman,2034,1426.97
RCP45,Albania,Koman,2035,1800.53
RCP45,Albania,Koman,2036,1773.67
RCP45,Albania,Koman,2037,1329.7
RCP45,Albania,Koman,2038,1670.95
RCP45,Albania,Koman,2039,1587.28
RCP45,Albania,Koman,2040,1894.75
RCP45,Albania,Koman,2041,1500.64
RCP45,Albania,Koman,2042,1429.58
RCP45,Albania,Koman,2043,2348.67
RCP45,Albania,Koman,2044,1789.95
RCP45,Albania,Koman,2045,1622.06
RCP45,Albania,Koman,2046,2132.5
RCP45,Albania,Koman,2047,1726.78
RCP45,Albania,Koman,2048,1645.53
RCP45,Albania,Koman,2049,1388.56
RCP45,Albania,Koman,2050,2320.64
RCP45,Albania,Skavica,2025,549.61
RCP45,Albania,Skavica,2026,549.61
RCP45,Albania,Skavica,2027,549.61
RCP45,Albania,Skavica,2028,549.61
RCP45,Albania,Skavica,2029,549.61
RCP45,Albania,Skavica,2030,549.61
RCP45,Albania,Skavica,2031,549.61
RCP45,Albania,Skavica,2032,549.61
RCP45,Albania,Skavica,2033,549.61
RCP45,Albania,Skavica,2034,549.61
RCP45,Albania,Skavica,2035,549.61
RCP45,Albania,Skavica,2036,549.61
RCP45,Albania,Skavica,2037,549.61
RCP45,Albania,Skavica,2038,549.61
RCP45,Albania,Skavica,2039,549.61
RCP45,Albania,Skavica,2040,549.61
RCP45,Albania,Skavica,2041,549.61
RCP45,Albania,Skavica,2042,549.61
RCP45,Albania,Skavica,2043,549.61
RCP45,Albania,Skavica,2044,549.61
RCP45,Albania,Skavica,2045,549.61
RCP45,Albania,Skavica,2046,549.61
RCP45,Albania,Skavica,2047,549.61
RCP45,Albania,Skavica,2048,549.61
RCP45,Albania,Skavica,2049,549.61
RCP45,Albania,Skavica,2050,549.61
RCP45,Albania,Vaudejas,2021,941.03
