scenario,country,tech,year,value
RCP26,Albania,AL-Import,2021,3069.67
RCP26,Albania,AL-Import,2022,2070.11
RCP26,Albania,AL-Import,2023,1961.58
RCP26,Albania,AL-Import,2024,3440.17
RCP26,Albania,AL-Import,2025,3148.2
RCP26,Albania,AL-Import,2026,117.31
RCP26,Albania,AL-Import,2027,2079.25
RCP26,Albania,AL-Import,2028,2513.75
RCP26,Albania,AL-Import,2029,3205.95
RCP26,Albania,AL-Import,2030,1136.95
RCP26,Albania,AL-Import,2031,3956.39
RCP26,Albania,AL-Import,2032,3090.22
RCP26,Albania,AL-Import,2033,2983.53
RCP26,Albania,AL-Import,2034,1875.47
RCP26,Albania,AL-Import,2035,3106.39
RCP26,Albania,AL-Import,2036,4005.98
RCP26,Albania,AL-Import,2037,1870.28
RCP26,Albania,AL-Import,2038,972.31
RCP26,Albania,AL-Import,2039,1625.03
RCP26,Albania,AL-Import,2040,3352.28
RCP26,Albania,AL-Import,2041,2654.25
RCP26,Albania,AL-Import,2042,1881.39
RCP26,Albania,AL-Import,2043,5035.0
RCP26,Albania,AL-Import,2044,3132.75
RCP26,Albania,AL-Import,2045,2692.67
RCP26,Albania,AL-Import,2046,4041.42
RCP26,Albania,AL-Import,2047,5661.59
RCP26,Albania,AL-Import,2048,4438.73
RCP26,Albania,AL-Import,2049,4641.61
RCP26,Albania,AL-Import,2050,5168.45
RCP26,Albania,Fierza,2021,1787.28
RCP26,Albania,Fierza,2022,2173.81
RCP26,Albania,Fierza,2023,2261.47
RCP26,Albania,Fierza,2024,1669.58
RCP26,Albania,Fierza,2025,1591.7
RCP26,Albania,Fierza,2026,2794.31
RCP26,Albania,Fierza,2027,2041.39
RCP26,Albania,Fierza,2028,1868.47
RCP26,Albania,Fierza,2029,1542.5
RCP26,Albania,Fierza,2030,2385.0
RCP26,Albania,Fierza,2031,1272.33
RCP26,Albania,Fierza,2032,1626.25
RCP26,Albania,Fierza,2033,1748.08
RCP26,Albania,Fierza,2034,2191.28
RCP26,Albania,Fierza,2035,1774.0
RCP26,Albania,Fierza,2036,1396.61
RCP26,Albania,Fierza,2037,2274.06
RCP26,Albania,Fierza,2038,2681.42
RCP26,Albania,Fierza,2039,2351.31
RCP26,Albania,Fierza,2040,1707.42
RCP26,Albania,Fierza,2041,2039.72
RCP26,Albania,Fierza,2042,2424.47
RCP26,Albania,Fierza,2043,1199.31
RCP26,Albania,Fierza,2044,2059.61
RCP26,Albania,Fierza,2045,2228.2
RCP26,Albania,Fierza,2046,1823.36
RCP26,Albania,Fierza,2047,1172.11
RCP26,Albania,Fierza,2048,1760.42
RCP26,Albania,Fierza,2049,1727.61
RCP26,Albania,Fierza,2050,1534.53
RCP26,Albania,Koman,2021,1761.5
RCP26,Albania,Koman,2022,2213.36
RCP26,Albania,Koman,2023,2134.7
RCP26,Albania,Koman,2024,1611.81
RCP26,Albania,Koman,2025,1555.64
RCP26,Albania,Koman,2026,2769.53
RCP26,Albania,Koman,2027,1952.42
RCP26,Albania,Koman,2028,1745.45
RCP26,Albania,Koman,2029,1528.81
RCP26,Albania,Koman,2030,2313.0
RCP26,Albania,Koman,2031,1269.72
RCP26,Albania,Koman,2032,1634.11
RCP26,Albania,Koman,2033,1704.06
RCP26,Albania,Koman,2034,2154.0
RCP26,Albania,Koman,2035,1728.36
RCP26,Albania,Koman,2036,1385.92
RCP26,Albania,Koman,2037,2236.47
RCP26,Albania,Koman,2038,2565.56
RCP26,Albania,Koman,2039,2334.09
RCP26,Albania,Koman,2040,1686.97
RCP26,Albania,Koman,2041,1986.75
RCP26,Albania,Koman,2042,2341.59
RCP26,Albania,Koman,2043,1186.28
RCP26,Albania,Koman,2044,1954.83
RCP26,Albania,Koman,2045,2210.95
RCP26,Albania,Koman,2046,1724.42
RCP26,Albania,Koman,2047,1176.0
RCP26,Albania,Koman,2048,1689.47
RCP26,Albania,Koman,2049,1682.28
RCP26,Albania,Koman,2050,1532.72
RCP26,Albania,Skavica,2025,549.61
RCP26,Albania,Skavica,2026,549.61
RCP26,Albania,Skavica,2027,549.61
RCP26,Albania,Skavica,2028,549.61
RCP26,Albania,Skavica,2029,549.61
RCP26,Albania,Skavica,2030,549.61
RCP26,Albania,Skavica,2031,549.61
RCP26,Albania,Skavica,2032,549.61
RCP26,Albania,Skavica,2033,549.61
RCP26,Albania,Skavica,2034,549.61
RCP26,Albania,Skavica,2035,549.61
RCP26,Albania,Skavica,2036,549.61
RCP26,Albania,Skavica,2037,549.61
RCP26,Albania,Skavica,2038,549.61
RCP26,Albania,Skavica,2039,549.61
RCP26,Albania,Skavica,2040,549.61
RCP26,Albania,Skavica,2041,549.61
RCP26,Albania,Skavica,2042,549.61
RCP26,Albania,Skavica,2043,549.61
RCP26,Albania,Skavica,2044,549.61
RCP26,Albania,Skavica,2045,549.61
RCP26,Albania,Skavica,2046,549.61
RCP26,Albania,Skavica,2047,549.61
RCP26,Albania,Skavica,2048,549.61
RCP26,Albania,Skavica,2049,549.61
RCP26,Albania,Skavica,2050,549.61
RCP26,Albania,Vaudejas,2021,983.81
RCP26,Albania,Vaudejas,2022,1248.53
RCP26,Albania,Vaudejas,2023,1183.78
RCP26,Albania,Vaudejas,2024,918.39
RCP26,Albania,Vaudejas,2025,872.95
RCP26,Albania,Vaudejas,2026,1612.53
RCP26,Albania,Vaudejas,2027,1088.92
RCP26,Albania,Vaudejas,2028,967.0
RCP26,Albania,Vaudejas,2029,906.47
RCP26,Albania,Vaudejas,2030,1302.33
RCP26,Albania,Vaudejas,2031,718.78
RCP26,Albania,Vaudejas,2032,951.2
RCP26,Albania,Vaudejas,2033,951.81
RCP26,Albania,Vaudejas,2034,1253.78
RCP26,Albania,Vaudejas,2035,957.03
RCP26,Albania,Vaudejas,2036,808.75
RCP26,Albania,Vaudejas,2037,1247.22
RCP26,Albania,Vaudejas,2038,1438.92
RCP26,Albania,Vaudejas,2039,1374.39
RCP26,Albania,Vaudejas,2040,967.11
RCP26,Albania,Vaudejas,2041,1121.31
RCP26,Albania,Vaudejas,2042,1302.56
RCP26,Albania,Vaudejas,2043,677.44
RCP26,Albania,Vaudejas,2044,1098.81
RCP26,Albania,Vaudejas,2045,1262.25
RCP26,Albania,Vaudejas,2046,952.83
RCP26,Albania,Vaudejas,2047,677.44
RCP26,Albania,Vaudejas,2048,946.56
RCP26,Albania,Vaudejas,2049,931.67
RCP26,Albania,Vaudejas,2050,895.45
RCP26,N.Macedonia,Globocica,2021,34.56
RCP26,N.Macedonia,Globocica,2022,58.33
RCP26,N.Macedonia,Globocica,2023,68.17
RCP26,N.Macedonia,Globocica,2024,33.03
RCP26,N.Macedonia,Globocica,2025,16.33
RCP26,N.Macedonia,Globocica,2026,76.42
RCP26,N.Macedonia,Globocica,2027,64.11
RCP26,N.Macedonia,Globocica,2028,35.42
RCP26,N.Macedonia,Globocica,2029,6.61
RCP26,N.Macedonia,Globocica,2030,44.69
RCP26,N.Macedonia,Globocica,2031,29.75
RCP26,N.Macedonia,Globocica,2032,40.36
RCP26,N.Macedonia,Globocica,2033,35.92
RCP26,N.Macedonia,Globocica,2034,59.03
RCP26,N.Macedonia,Globocica,2035,36.36
RCP26,N.Macedonia,Globocica,2036,32.97
RCP26,N.Macedonia,Globocica,2037,43.5
RCP26,N.Macedonia,Globocica,2038,81.36
RCP26,N.Macedonia,Globocica,2039,83.14
RCP26,N.Macedonia,Globocica,2040,32.03
RCP26,N.Macedonia,Globocica,2041,36.69
RCP26,N.Macedonia,Globocica,2042,73.61
RCP26,N.Macedonia,Globocica,2043,14.58
RCP26,N.Macedonia,Globocica,2044,43.92
RCP26,N.Macedonia,Globocica,2045,59.17
RCP26,N.Macedonia,Globocica,2046,38.11
RCP26,N.Macedonia,Globocica,2047,30.86
