model,scenario,year,catchment,month,week,value
ehype,ref,2020,DCT1,1,1,59.745
ehype,ref,2020,DCT1,1,2,37.864
ehype,ref,2020,DCT1,1,3,57.811
ehype,ref,2020,DCT1,1,4,43.699
ehype,ref,2020,DCT1,1,5,69.456
ehype,ref,2020,DCT1,2,6,38.198
ehype,ref,2020,DCT1,2,7,48.389
ehype,ref,2020,DCT1,2,8,40.08
ehype,ref,2020,DCT1,2,9,46.673
ehype,ref,2020,DCT1,3,10,30.345
ehype,ref,2020,DCT1,3,11,61.263
ehype,ref,2020,DCT1,3,12,65.454
ehype,ref,2020,DCT1,3,13,60.11
ehype,ref,2020,DCT1,4,14,44.448
ehype,ref,2020,DCT1,4,15,44.147
ehype,ref,2020,DCT1,4,16,76.986
ehype,ref,2020,DCT1,4,17,66.012
ehype,ref,2020,DCT1,5,18,74.703
ehype,ref,2020,DCT1,5,19,45.405
ehype,ref,2020,DCT1,5,20,70.534
ehype,ref,2020,DCT1,5,21,71.609
ehype,ref,2020,DCT1,5,22,93.348
ehype,ref,2020,DCT1,6,23,78.315
ehype,ref,2020,DCT1,6,24,71.774
ehype,ref,2020,DCT1,6,25,79.393
ehype,ref,2020,DCT1,6,26,88.952
ehype,ref,2020,DCT1,7,27,113.163
ehype,ref,2020,DCT1,7,28,62.83
ehype,ref,2020,DCT1,7,29,60.843
ehype,ref,2020,DCT1,7,30,55.567
ehype,ref,2020,DCT1,8,31,108.68
ehype,ref,2020,DCT1,8,32,73.692
ehype,ref,2020,DCT1,8,33,36.436
ehype,ref,2020,DCT1,8,34,12.196
ehype,ref,2020,DCT1,8,35,50.011
ehype,ref,2020,DCT1,9,36,97.275
ehype,ref,2020,DCT1,9,37,35.633
ehype,ref,2020,DCT1,9,38,13.476
ehype,ref,2020,DCT1,9,39,20.074
ehype,ref,2020,DCT1,10,40,90.097
ehype,ref,2020,DCT1,10,41,41.51
ehype,ref,2020,DCT1,10,42,30.874
ehype,ref,2020,DCT1,10,43,26.824
ehype,ref,2020,DCT1,10,44,64.29
ehype,ref,2020,DCT1,11,45,49.577
ehype,ref,2020,DCT1,11,46,34.168
ehype,ref,2020,DCT1,11,47,31.129
ehype,ref,2020,DCT1,11,48,45.348
ehype,ref,2020,DCT1,12,49,41.821
ehype,ref,2020,DCT1,12,50,36.842
ehype,ref,2020,DCT1,12,51,52.261
ehype,ref,2020,DCT1,12,52,44.952
